Player,Squad,Age,Born,SCA90,GCA90,COV_Factor,Tax_Rate,Masa_Salarial_X,Log_Annual_Wages_Y,PassLive_P90,PassDead_P90,TO_P90,Sh_P90,Fld_P90,Def_P90,SCA_P90,GCA_P90,Attack_Efficiency_Ratio,Foul_Prone_Ratio,Net_Creative_Impact,Wage_Club_Ratio,Viability_Score,Club_Purchasing_Power,Age_Sq,Age_Prime_Flag,Perf_Age_Interaction,Pos_FW,Pos_GK,Pos_MF,Comp_La Liga,Comp_Ligue 1,Comp_Premier League,Comp_Serie A
Gleison Bremer,Juventus,27,1997,0.5,0.0,0.9398461256937866,0.532244220529071,125820000.0,15.0770212001505,0.3333333333333333,0.0,0.1666666666666666,0.0,0.0,0.0,0.5,0.0,0.0,0.0,-0.1666666666666666,0.0280619230836977,0.4976940019044453,118251439.53479224,729,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Brenner,Udinese,24,2000,2.56,0.23,0.9398461256937866,0.532244220529071,25290000.0,13.995498629167216,1.8604651162790693,0.6976744186046512,0.0,0.0,0.0,0.0,2.558139534883721,0.2325581395348837,0.0909090909090909,0.0,0.2325581395348837,0.0473389909784116,0.4976940019044453,23768708.518795863,576,0,5.5813953488372094,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Marco Brescianini,Atalanta,24,2000,2.37,0.55,0.9398461256937866,0.532244220529071,58640000.0,13.211309107627022,2.0,0.0,0.1818181818181818,0.1818181818181818,0.0,0.0,2.363636363636364,0.5454545454545454,0.2307692307692307,0.0,0.3636363636363636,0.0093197590099947,0.4976940019044453,55112576.810683645,576,0,13.09090909090909,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Tajon Buchanan,Inter,25,1999,2.84,0.0,0.9398461256937866,0.532244220529071,136200000.0,14.953343559785663,0.9090909090909092,0.0,1.818181818181818,0.0,0.0,0.0,2.727272727272727,0.0,0.0,0.0,-1.818181818181818,0.0229074889867841,0.4976940019044453,128007042.31949373,625,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alessandro Buongiorno,Napoli,25,1999,0.89,0.09,0.9398461256937866,0.532244220529071,112200000.0,14.864076094150253,0.8411214953271029,0.0,0.0,0.0467289719626168,0.0,0.0,0.8878504672897197,0.0934579439252336,0.1052631578947368,0.0,0.0934579439252336,0.0254327527594551,0.4976940019044453,105450735.30284286,625,1,2.3364485981308416,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Rareș-Cătălin Burnete,Lecce,20,2004,0.0,0.0,0.9398461256937866,0.532244220529071,19550000.0,12.914705624973772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207796690580524,0.4976940019044453,18373991.757313527,400,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Jean Butez,Como,29,1995,0.27,0.0,0.9398461256937866,0.532244220529071,44520000.0,13.742939865129438,0.2702702702702703,0.0,0.0,0.0,0.0,0.0,0.2702702702702703,0.0,0.0,0.0,0.0,0.0208894878706199,0.4976940019044453,41841949.51588738,841,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Alessio Cacciamani,Torino,17,2007,2.9,0.0,0.9398461256937866,0.532244220529071,50970000.0,13.509204827098046,3.333333333333333,0.0,0.0,0.0,0.0,0.0,3.333333333333333,0.0,0.0,0.0,0.0,0.0144430354669232,0.4976940019044453,47903957.026612304,289,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Davide Calabria,Bologna,27,1996,3.42,0.43,0.9398461256937866,0.532244220529071,45300000.0,14.176977514649304,3.142857142857143,0.1428571428571428,0.0,0.0,0.0,0.1428571428571428,3.4285714285714284,0.4285714285714285,0.125,0.0,0.4285714285714285,0.0316872757111798,0.4976940019044453,42575029.49392853,729,1,11.571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Davide Calabria,Milan,27,1996,2.56,0.0,0.9398461256937866,0.532244220529071,94700000.0,13.974112072812236,1.7142857142857142,0.2857142857142857,0.0,0.2857142857142857,0.2857142857142857,0.0,2.571428571428572,0.0,0.0,0.2857142857142857,0.0,0.0123745605119477,0.4976940019044453,89003428.10320158,729,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Hakan Çalhanoğlu,Inter,30,1994,4.58,0.65,0.9398461256937866,0.532244220529071,136200000.0,15.043169970737797,2.685185185185185,1.5277777777777777,0.0462962962962962,0.2314814814814814,0.0,0.0925925925925925,4.583333333333333,0.6481481481481481,0.1414141414141414,0.0,0.6018518518518519,0.0250604347589936,0.4976940019044453,128007042.31949373,900,1,19.444444444444443,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Drissa Camara,Parma,22,2002,3.01,0.4,0.9398461256937866,0.532244220529071,25480000.0,12.890069823925035,1.6,0.4,0.2,0.4,0.4,0.0,3.0,0.4,0.1333333333333333,0.4,0.2,0.0155556001839772,0.4976940019044453,23947279.28267768,484,0,8.8,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Francesco Camarda,Milan,16,2008,3.04,0.43,0.9398461256937866,0.532244220529071,94700000.0,13.137359702525805,1.7391304347826089,0.0,0.0,0.8695652173913044,0.0,0.4347826086956522,3.0434782608695654,0.4347826086956522,0.1428571428571428,0.0,0.4347826086956522,0.0053596057772194,0.4976940019044453,89003428.10320158,256,0,6.956521739130436,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Nicolò Cambiaghi,Bologna,23,2000,4.36,1.16,0.9398461256937866,0.532244220529071,45300000.0,13.919870573288517,3.188405797101449,0.0,0.2898550724637681,0.2898550724637681,0.5797101449275363,0.0,4.3478260869565215,1.1594202898550725,0.2666666666666666,0.5797101449275363,0.8695652173913044,0.0245033112582781,0.4976940019044453,42575029.49392853,529,0,26.666666666666668,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrea Cambiaso,Juventus,24,2000,3.45,0.36,0.9398461256937866,0.532244220529071,125820000.0,14.79127767274908,2.712550607287449,0.2834008097165992,0.1619433198380566,0.1214574898785425,0.0809716599190283,0.0809716599190283,3.4412955465587047,0.3643724696356275,0.1058823529411764,1.0,0.2024291497975708,0.0210872813607242,0.4976940019044453,118251439.53479224,576,0,8.74493927125506,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Matteo Cancellieri,Parma,22,2002,1.71,0.19,0.9398461256937866,0.532244220529071,25480000.0,14.207552645740298,0.9493670886075948,0.1265822784810126,0.2531645569620253,0.0632911392405063,0.3164556962025316,0.0,1.7088607594936709,0.1898734177215189,0.1111111111111111,0.3164556962025316,-0.0632911392405063,0.0580847723704866,0.4976940019044453,23947279.28267768,484,0,4.177215189873418,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Elia Caprile,Cagliari,22,2001,0.0,0.0,0.9398461256937866,0.532244220529071,28990000.0,13.101694707103912,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0168945060822658,0.4976940019044453,27246139.183862872,484,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Elia Caprile,Napoli,22,2001,0.0,0.0,0.9398461256937866,0.532244220529071,112200000.0,13.3634227055299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0056711075482868,0.4976940019044453,105450735.30284286,484,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Maxence Caqueret,Como,24,2000,3.4,0.66,0.9398461256937866,0.532244220529071,44520000.0,13.073757841242008,2.809917355371901,0.0826446280991735,0.2479338842975206,0.1652892561983471,0.0826446280991735,0.0,3.388429752066116,0.6611570247933884,0.1951219512195121,0.0826446280991735,0.4132231404958678,0.010698077322679,0.4976940019044453,41841949.51588738,576,0,15.867768595041325,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Marco Carnesecchi,Atalanta,24,2000,0.15,0.03,0.9398461256937866,0.532244220529071,58640000.0,13.218773570956609,0.1176470588235294,0.0294117647058823,0.0,0.0,0.0,0.0,0.1470588235294117,0.0294117647058823,0.1999999999999999,0.0,0.0294117647058823,0.0093895862967554,0.4976940019044453,55112576.810683645,576,0,0.7058823529411764,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Cesare Casadei,Torino,21,2003,1.68,0.18,0.9398461256937866,0.532244220529071,50970000.0,13.642923326437405,1.415929203539823,0.0,0.0,0.0884955752212389,0.0884955752212389,0.0884955752212389,1.6814159292035398,0.1769911504424778,0.1052631578947368,1.0,0.1769911504424778,0.0165094149813428,0.4976940019044453,47903957.026612304,441,0,3.7168141592920354,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Nicolò Casale,Bologna,26,1998,1.2,0.2,0.9398461256937866,0.532244220529071,45300000.0,14.430696197054507,1.0,0.0,0.0,0.2,0.0,0.0,1.2,0.2,0.1666666666666666,0.0,0.2,0.0408388520971302,0.4976940019044453,42575029.49392853,676,1,5.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Nicolò Casale,Lazio,26,1998,0.0,0.0,0.9398461256937866,0.532244220529071,77280000.0,14.430696197054507,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0239389233954451,0.4976940019044453,72631308.59361583,676,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Federico Cassa,Atalanta,18,2006,6.43,0.0,0.9398461256937866,0.532244220529071,58640000.0,13.665342772248582,0.0,0.0,0.0,0.0,5.0,0.0,5.0,0.0,0.0,5.0,0.0,0.0146753679064785,0.4976940019044453,55112576.810683645,324,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Valentín Castellanos,Lazio,25,1998,2.76,0.53,0.9398461256937866,0.532244220529071,77280000.0,13.79356620103925,1.3962264150943395,0.0377358490566037,0.1886792452830188,0.8679245283018868,0.1886792452830188,0.0754716981132075,2.754716981132076,0.5283018867924528,0.1917808219178082,2.5000000000000004,0.3396226415094339,0.0126590925059571,0.4976940019044453,72631308.59361583,625,1,13.20754716981132,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Santiago Castro,Bologna,19,2004,2.71,0.43,0.9398461256937866,0.532244220529071,45300000.0,13.255399544787306,1.7647058823529411,0.0392156862745098,0.2352941176470588,0.2745098039215686,0.3137254901960784,0.0784313725490196,2.7058823529411766,0.4313725490196078,0.1594202898550724,4.0,0.196078431372549,0.0126080718683347,0.4976940019044453,42575029.49392853,361,0,8.19607843137255,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gaetano Castrovilli,Lazio,27,1997,1.84,0.0,0.9398461256937866,0.532244220529071,77280000.0,14.10028843367341,1.875,0.0,0.0,0.0,0.0,0.0,1.875,0.0,0.0,0.0,0.0,0.0172032438985019,0.4976940019044453,72631308.59361583,729,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Danilo Cataldi,Fiorentina,29,1994,1.68,0.05,0.9398461256937866,0.532244220529071,65840000.0,13.888328551340368,1.09375,0.3125,0.0,0.15625,0.0520833333333333,0.0520833333333333,1.6666666666666667,0.0520833333333333,0.03125,1.0,0.0520833333333333,0.0163355826951384,0.4976940019044453,61879468.9156789,841,1,1.5104166666666667,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Zeki Çelik,Roma,27,1997,1.51,0.16,0.9398461256937866,0.532244220529071,109090000.0,14.447296915744406,1.394422310756972,0.0398406374501992,0.0398406374501992,0.0398406374501992,0.0,0.0,1.5139442231075697,0.1593625498007968,0.1052631578947368,0.0,0.1195219123505976,0.0172423472464257,0.4976940019044453,102527813.85193518,729,1,4.302788844621514,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberto Cerri,Como,28,1996,1.03,0.0,0.9398461256937866,0.532244220529071,44520000.0,13.949250778250814,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0256760069174183,0.4976940019044453,41841949.51588738,784,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Gabriel Charpentier,Parma,25,1999,3.64,0.99,0.9398461256937866,0.532244220529071,25480000.0,13.287877815881902,2.6666666666666665,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,3.6666666666666665,1.0,0.2727272727272727,2.0,1.0,0.0231554160125588,0.4976940019044453,23947279.28267768,625,1,25.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Walid Cheddira,Napoli,26,1998,7.5,0.0,0.9398461256937866,0.532244220529071,112200000.0,13.75133036517396,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0083586095634569,0.4976940019044453,105450735.30284286,676,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Leandro Chichizola,Parma,34,1990,2.0,0.0,0.9398461256937866,0.532244220529071,25480000.0,13.66886477646843,1.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0338932427897611,0.4976940019044453,23947279.28267768,1156,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Samuel Chukwueze,Milan,25,1999,4.77,0.19,0.9398461256937866,0.532244220529071,94700000.0,14.512136200545871,3.689320388349514,0.1941747572815534,0.5825242718446602,0.1941747572815534,0.0970873786407767,0.0,4.757281553398058,0.1941747572815534,0.0408163265306122,0.0970873786407767,-0.3883495145631067,0.0211929148657127,0.4976940019044453,89003428.10320158,625,1,4.854368932038835,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Aaron Ciammaglichella,Torino,19,2005,0.0,0.0,0.9398461256937866,0.532244220529071,50970000.0,13.132145302144432,1.568542906425461,0.1731633748495278,0.1387763510517969,0.1475043117621173,0.1080145623996109,0.0372893608243856,2.1732908673129,0.2136021341159475,0.0,0.0,0.0748257830641506,0.0099061205036993,0.4976940019044453,47903957.026612304,361,0,5.30663078551245,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Giuseppe Ciocci,Cagliari,22,2002,0.0,0.0,0.9398461256937866,0.532244220529071,28990000.0,11.156250521031495,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024146257330113,0.4976940019044453,27246139.183862872,484,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
Alessandro Circati,Parma,20,2003,0.5,0.0,0.9398461256937866,0.532244220529071,25480000.0,13.742939865129438,0.3333333333333333,0.0,0.0,0.1666666666666666,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0364992150706436,0.4976940019044453,23947279.28267768,400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alphadjo Cissè,Hellas Verona,17,2006,10.0,0.0,0.9398461256937866,0.532244220529071,29340000.0,13.456149061212043,10.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0237942037122688,0.4976940019044453,27575085.3278557,289,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Saúl Coco,Torino,25,1999,0.51,0.03,0.9398461256937866,0.532244220529071,50970000.0,14.328334184392938,0.3797468354430379,0.0,0.0,0.0949367088607594,0.0316455696202531,0.0,0.5063291139240506,0.0316455696202531,0.0625,0.0316455696202531,0.0316455696202531,0.0327643711987443,0.4976940019044453,47903957.026612304,625,1,0.791139240506329,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Andrea Colpani,Fiorentina,25,1999,2.7,0.31,0.9398461256937866,0.532244220529071,65840000.0,14.073850849582488,2.111801242236025,0.248447204968944,0.0,0.248447204968944,0.062111801242236,0.0,2.670807453416149,0.3105590062111801,0.1162790697674418,0.062111801242236,0.3105590062111801,0.0196655429256533,0.4976940019044453,61879468.9156789,625,1,7.763975155279502,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Florinel Coman,Cagliari,26,1998,1.37,0.34,0.9398461256937866,0.532244220529071,28990000.0,13.969501117221242,1.0344827586206895,0.0,0.0,0.0,0.3448275862068966,0.0,1.3793103448275863,0.3448275862068966,0.25,0.3448275862068966,0.3448275862068966,0.0402373188785688,0.4976940019044453,27246139.183862872,676,1,8.965517241379311,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Pietro Comuzzo,Fiorentina,19,2005,0.82,0.04,0.9398461256937866,0.532244220529071,65840000.0,14.017545026497992,0.6967213114754098,0.0,0.0,0.040983606557377,0.0,0.0819672131147541,0.819672131147541,0.040983606557377,0.05,0.0,0.040983606557377,0.0185888546944823,0.4976940019044453,61879468.9156789,361,0,0.778688524590164,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Francisco Conceição,Juventus,21,2002,4.3,0.6,0.9398461256937866,0.532244220529071,125820000.0,14.780163702518117,3.02013422818792,0.2684563758389262,0.6711409395973155,0.2684563758389262,0.0671140939597315,0.0,4.295302013422819,0.6040268456375839,0.140625,0.0671140939597315,-0.0671140939597315,0.0208542154860519,0.4976940019044453,118251439.53479224,441,0,12.68456375838926,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Diego Coppola,Hellas Verona,20,2003,0.31,0.03,0.9398461256937866,0.532244220529071,29340000.0,14.077874822431763,0.2769230769230769,0.0,0.0,0.0307692307692307,0.0,0.0,0.3076923076923077,0.0307692307692307,0.1,0.0,0.0307692307692307,0.0443081117927743,0.4976940019044453,27575085.3278557,400,0,0.6153846153846154,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Maxwel Cornet,Genoa,27,1996,2.93,0.37,0.9398461256937866,0.532244220529071,30190000.0,14.144814305106877,2.222222222222222,0.0,0.7407407407407407,0.0,0.0,0.0,2.962962962962963,0.3703703703703703,0.125,0.0,-0.3703703703703703,0.0460417356740642,0.4976940019044453,28373954.534695417,729,1,10.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Joaquín Correa,Inter,29,1994,3.07,0.49,0.9398461256937866,0.532244220529071,136200000.0,15.285605508413852,2.592592592592593,0.0,0.2469135802469136,0.1234567901234568,0.1234567901234568,0.0,3.08641975308642,0.4938271604938272,0.16,0.1234567901234568,0.2469135802469136,0.0319357424559528,0.4976940019044453,128007042.31949373,841,1,14.320987654320987,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Alberto costa,Juventus,20,2003,1.76,0.25,0.9398461256937866,0.532244220529071,125820000.0,14.574239819081884,1.0,0.0,0.25,0.5,0.0,0.0,1.75,0.25,0.1428571428571428,0.0,0.0,0.0169731422305759,0.4976940019044453,118251439.53479224,400,0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Lassana Coulibaly,Lecce,28,1996,1.55,0.07,0.9398461256937866,0.532244220529071,19550000.0,13.554145793829866,1.148648648648649,0.0,0.0337837837837837,0.0337837837837837,0.2364864864864864,0.1013513513513513,1.554054054054054,0.0675675675675675,0.0434782608695652,2.333333333333333,0.0337837837837837,0.039386189258312,0.4976940019044453,18373991.757313527,784,1,1.891891891891892,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Woyo Coulibaly,Parma,25,1999,1.58,0.25,0.9398461256937866,0.532244220529071,25480000.0,13.742939865129438,1.4166666666666667,0.0,0.0833333333333333,0.0,0.0833333333333333,0.0,1.5833333333333333,0.25,0.1578947368421052,0.0833333333333333,0.1666666666666666,0.0364992150706436,0.4976940019044453,23947279.28267768,625,1,6.25,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Bryan Cristante,Roma,29,1995,2.24,0.22,0.9398461256937866,0.532244220529071,109090000.0,15.173802507033448,2.026431718061674,0.0,0.0,0.1762114537444934,0.0440528634361233,0.0,2.246696035242291,0.2202643171806167,0.0980392156862745,0.0440528634361233,0.2202643171806167,0.0356544512367409,0.4976940019044453,102527813.85193518,841,1,6.387665198237886,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Juan Cuadrado,Atalanta,36,1988,4.0,0.32,0.9398461256937866,0.532244220529071,58640000.0,14.430696197054507,2.9347826086956523,0.7608695652173914,0.108695652173913,0.0,0.2173913043478261,0.0,4.021739130434783,0.3260869565217391,0.081081081081081,0.2173913043478261,0.217391304347826,0.0315484311050477,0.4976940019044453,55112576.810683645,1296,0,11.73913043478261,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Patrick Cutrone,Como,26,1998,2.15,0.26,0.9398461256937866,0.532244220529071,44520000.0,13.369223455335854,1.4537444933920705,0.0,0.0440528634361233,0.4405286343612335,0.13215859030837,0.0881057268722467,2.158590308370044,0.2643171806167401,0.1224489795918367,1.5,0.2202643171806167,0.0143755615453728,0.4976940019044453,41841949.51588738,676,1,6.872246696035242,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Wylan Cyprien,Parma,29,1995,0.0,0.0,0.9398461256937866,0.532244220529071,25480000.0,13.73732683955352,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362949179418385,0.4976940019044453,23947279.28267768,841,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Lucas Da Cunha,Como,23,2001,3.79,0.24,0.9398461256937866,0.532244220529071,44520000.0,13.554145793829866,2.413793103448276,0.9655172413793104,0.0344827586206896,0.2068965517241379,0.1379310344827586,0.0344827586206896,3.793103448275862,0.2413793103448276,0.0636363636363636,4.0,0.2068965517241379,0.0172955974842767,0.4976940019044453,41841949.51588738,529,0,5.551724137931035,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Samuel Dahl,Roma,24,2000,2.09,0.0,0.9398461256937866,0.532244220529071,109090000.0,14.4447978020073,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0171993104588748,0.4976940019044453,102527813.85193518,576,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Thijs Dallinga,Bologna,23,2000,2.11,0.39,0.9398461256937866,0.532244220529071,45300000.0,13.911363198518094,1.5625,0.0,0.0,0.234375,0.234375,0.078125,2.109375,0.390625,0.1851851851851851,3.0,0.390625,0.0242957366158659,0.4976940019044453,42575029.49392853,529,0,8.984375,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Maat Daniel Caprini,Fiorentina,18,2006,0.0,0.0,0.9398461256937866,0.532244220529071,65840000.0,13.292417455184468,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0090018905810199,0.4976940019044453,61879468.9156789,324,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Flavius Daniliuc,Hellas Verona,23,2001,0.98,0.0,0.9398461256937866,0.532244220529071,29340000.0,13.727265928738948,0.8928571428571429,0.0,0.0,0.0,0.0892857142857142,0.0,0.9821428571428572,0.0,0.0,0.0892857142857142,0.0,0.0312043927146688,0.4976940019044453,27575085.3278557,529,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Danilo,Juventus,33,1991,1.55,0.15,0.9398461256937866,0.532244220529071,125820000.0,15.182773592896703,1.5384615384615383,0.0,0.0,0.0,0.0,0.0,1.5384615384615383,0.1538461538461538,0.1,0.0,0.1538461538461538,0.0311921356259925,0.4976940019044453,118251439.53479224,1089,0,5.0769230769230775,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Matteo Darmian,Inter,34,1989,1.72,0.2,0.9398461256937866,0.532244220529071,136200000.0,15.167609825585236,1.3131313131313131,0.1515151515151515,0.0,0.0505050505050505,0.101010101010101,0.101010101010101,1.7171717171717171,0.202020202020202,0.1176470588235294,1.0,0.202020202020202,0.0283812907845542,0.4976940019044453,128007042.31949373,1156,0,6.8686868686868685,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Juan David Cabal,Juventus,23,2001,0.59,0.59,0.9398461256937866,0.532244220529071,125820000.0,14.625941958112184,0.5882352941176471,0.0,0.0,0.0,0.0,0.0,0.5882352941176471,0.5882352941176471,1.0,0.0,0.5882352941176471,0.0178737716080048,0.4976940019044453,118251439.53479224,529,0,13.529411764705882,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Keinan Davis,Udinese,26,1998,2.95,0.17,0.9398461256937866,0.532244220529071,25290000.0,13.710150042306449,2.2881355932203387,0.0,0.3389830508474576,0.2542372881355932,0.0,0.0847457627118644,2.966101694915254,0.1694915254237288,0.0571428571428571,0.0,-0.1694915254237288,0.0355871886120996,0.4976940019044453,23768708.518795863,676,1,4.406779661016949,1.0,0.0,0.0,0.0,0.0,0.0,1.0
Paweł Dawidowicz,Hellas Verona,29,1995,0.39,0.05,0.9398461256937866,0.532244220529071,29340000.0,14.297423168665755,0.2926829268292683,0.0975609756097561,0.0,0.0,0.0,0.0,0.3902439024390244,0.048780487804878,0.125,0.0,0.048780487804878,0.0551863763169315,0.4976940019044453,27575085.3278557,841,1,1.4146341463414636,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Charles De Ketelaere,Atalanta,23,2001,3.83,0.61,0.9398461256937866,0.532244220529071,58640000.0,13.073757841242008,3.1739130434782608,0.0,0.217391304347826,0.3043478260869565,0.1304347826086956,0.0,3.8260869565217392,0.6086956521739131,0.1590909090909091,0.1304347826086956,0.391304347826087,0.0081220737108743,0.4976940019044453,55112576.810683645,529,0,14.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Lorenzo De Silvestri,Bologna,36,1988,1.19,0.17,0.9398461256937866,0.532244220529071,45300000.0,14.20595887913844,0.847457627118644,0.1694915254237288,0.0,0.1694915254237288,0.0,0.0,1.1864406779661016,0.1694915254237288,0.1428571428571428,0.0,0.1694915254237288,0.0326190530706209,0.4976940019044453,42575029.49392853,1296,0,6.101694915254237,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Koni De Winter,Genoa,22,2002,0.63,0.04,0.9398461256937866,0.532244220529071,30190000.0,13.572528720130157,0.4641350210970464,0.0843881856540084,0.0,0.0,0.0421940928270042,0.0421940928270042,0.6329113924050633,0.0421940928270042,0.0666666666666666,1.0,0.0421940928270042,0.0259783291808624,0.4976940019044453,28373954.534695417,484,0,0.9282700421940928,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Alessandro Deiola,Cagliari,28,1995,1.63,0.19,0.9398461256937866,0.532244220529071,28990000.0,13.514405465180351,1.1949685534591197,0.0628930817610062,0.0,0.1886792452830188,0.1257861635220125,0.0628930817610062,1.6352201257861634,0.1886792452830188,0.1153846153846153,2.0,0.1886792452830188,0.0255260434632632,0.4976940019044453,27246139.183862872,784,1,5.283018867924528,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Enrico Del Prato,Parma,24,1999,0.98,0.03,0.9398461256937866,0.532244220529071,25480000.0,13.907264276346371,0.856269113149847,0.0611620795107033,0.0,0.0,0.0305810397553516,0.0305810397553516,0.9785932721712536,0.0305810397553516,0.03125,1.0,0.0305810397553516,0.043017850895828,0.4976940019044453,23947279.28267768,576,0,0.7339449541284403,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Fisayo Dele-Bashiru,Lazio,23,2001,2.28,0.09,0.9398461256937866,0.532244220529071,77280000.0,14.261970286467449,1.619047619047619,0.0,0.4761904761904761,0.1904761904761904,0.0,0.0,2.2857142857142856,0.0952380952380952,0.0416666666666666,0.0,-0.3809523809523809,0.020222175869716,0.4976940019044453,72631308.59361583,529,0,2.1904761904761902,0.0,0.0,1.0,0.0,0.0,0.0,1.0
Ali Dembélé,Torino,20,2004,1.62,0.0,0.9398461256937866,0.532244220529071,50970000.0,13.235692062711331,1.162790697674419,0.0,0.4651162790697674,0.0,0.0,0.0,1.627906976744186,0.0,0.0,0.0,-0.4651162790697674,0.0109868550127525,0.4976940019044453,47903957.026612304,400,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
Michele Di Gregorio,Juventus,27,1997,0.06,0.0,0.9398461256937866,0.532244220529071,125820000.0,13.706196768146942,0.0606060606060606,0.0,0.0,0.0,0.0,0.0,0.0606060606060606,0.0,0.0,0.0,0.0,0.0071248535746905,0.4976940019044453,118251439.53479224,729,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0
